country_txt,region,eventid,attacktype1_txt,target1,nwound,nkill,killHurtRatio
United States,virginia,197906040002,Assassination,"Matt Koehl CMDR, National Socialist White People's Party",0,0,NA
United States,puertorico,197906090001,Bombing/Explosion,post office,0,0,NA
United States,newyork,197906130004,Assassination,houseguest of Boledlavs Maikovskis,1,0,0
United States,newyork,197906200008,Hijacking,B-727,0,0,NA
United States,puertorico,197906290012,Bombing/Explosion,National Guard Headquarters,0,0,NA
United States,georgia,197907120013,Armed Assault,African American suspected of flirting with white women,0,1,Inf
United States,puertorico,197907170005,Facility/Infrastructure Attack,House of supervisor of commonwealth oil refining corp (Corco),0,0,NA
United States,virginia,197908180004,Armed Assault,African American man,0,1,Inf
United States,florida,197909080004,Bombing/Explosion,Church,0,0,NA
United States,newjersey,197909110004,Armed Assault,"Bamberger's Department Store, Paraums New Jersey",0,0,NA
United States,puertorico,197909150009,Bombing/Explosion,Thermoelectric Plant,0,0,NA
United States,pennsylvania,197909210002,Bombing/Explosion,Public platform where pope was to hold open air mass,0,0,NA
United States,puertorico,197910020007,Hostage Taking (Barricade Incident),La Hacienda bar,0,0,NA
United States,illinois,197910170001,Bombing/Explosion,Great Lakes naval tng center,0,0,NA
United States,illinois,197910180002,Bombing/Explosion,Republican party hqs (16- story building housing various political offices),0,0,NA
United States,illinois,197910180003,Bombing/Explosion,City Hall,0,0,NA
United States,newyork,197910180008,Bombing/Explosion,New York State Democratic Committee headquarters in Manhattan,0,0,NA
United States,newyork,197910180009,Bombing/Explosion,New York Republican County Committee headquarters in Roosevelt Hotel,0,0,NA
United States,puertorico,197910190002,Bombing/Explosion,Coast Guard Installations,0,0,NA
United States,puertorico,197910190003,Bombing/Explosion,Monument Commemorating Entry of US Troops in 1898,0,0,NA
United States,puertorico,197910190004,Bombing/Explosion,Custom Service Installations,0,0,NA
United States,oklahoma,197910210004,Armed Assault,Interracial couple,0,2,Inf
United States,newyork,197910270005,Bombing/Explosion,Cuban Mission to the UN,2,0,0
United States,northcarolina,197911030002,Armed Assault,Anti-Klan Protestors,10,5,0.5
United States,wisconsin,197911090002,Bombing/Explosion,Telephone booth at university,0,0,NA
United States,illinois,197911150001,Bombing/Explosion,American Airlines Boeing 727 Airliner,0,0,NA
United States,newyork,197911180001,Bombing/Explosion,Branch of Israel Discount Trust Company,0,0,NA
United States,newyork,197911180002,Facility/Infrastructure Attack,Carnegie Hall,0,0,NA
United States,newyork,197911210004,Facility/Infrastructure Attack,Islamic mosque,0,0,NA
United States,illinois,197911230001,Bombing/Explosion,Marine Corps Recruiting Station,0,0,NA
United States,illinois,197911240002,Bombing/Explosion,Naval Armoury,0,0,NA
United States,illinois,197911240003,Bombing/Explosion,Army recruiting center,0,0,NA
United States,newjersey,197911250003,Assassination,"Ewlalio Negrin (37), member, Cuban exile",0,1,Inf
United States,puertorico,197912030008,Armed Assault,U.S. Navy Bus,8,2,0.25
United States,newyork,197912040002,Bombing/Explosion,"travel agency, owned by Yugoslavian native",3,0,0
United States,newyork,197912070002,Bombing/Explosion,Cuban U.N. Mission,2,0,0
United States,puertorico,197912090006,Armed Assault,marine security patrol van,2,0,0
United States,newyork,197912110003,Bombing/Explosion,Soviet Mission to United Nations,8,0,0
United States,puertorico,197912160013,Hostage Taking (Kidnapping),"Trirso O'Ferral Rivera, soldier",0,0,NA
United States,tennessee,197912240004,Bombing/Explosion,Police Dept,2,0,0
United States,puertorico,198001070003,Bombing/Explosion,College of Lawyers of Puerto Rico,0,0,NA
United States,indiana,198001120010,Armed Assault,African American,0,1,Inf
United States,florida,198001130003,Bombing/Explosion,Cigar Factory,0,0,NA
United States,newyork,198001130006,Bombing/Explosion,"Aeroflot Airline office, Stu Avenue",4,0,0
United States,indiana,198001140013,Armed Assault,African American,0,1,Inf
United States,puertorico,198001200005,Bombing/Explosion,Varadero Travel Agency,0,0,NA
United States,california,198001220016,Bombing/Explosion,China Airlines Luggage Area,0,0,NA
United States,georgia,198001250007,Hijacking,,0,0,NA
United States,virginia,198001260019,Facility/Infrastructure Attack,"Nguyen Thanh Hoang, Vietnamese anti-communist journalist, owner of Tien Phong magazine",0,0,NA
United States,newjersey,198001300002,Bombing/Explosion,Almacen El Espanol (Spanish store prviding clothes and foodstuffs to Cuba),0,0,NA
United States,newyork,198002200003,Hostage Taking (Barricade Incident),"Korvettes Department Store, Greenburgh New York",0,0,NA
United States,newyork,198002210014,Armed Assault,building housing Soviet Mission to UN,0,0,NA
United States,puertorico,198003120008,Armed Assault,"US military vehicle occupied by Col. Charles Tucker, Lt. Col. Robert L. Davenport and Sgt. Maj. Mora Audili, three Army ROTC officers who also taught at the University of Puerto Rico",1,0,0
United States,newyork,198003130009,Facility/Infrastructure Attack,Angolian Mission,0,0,NA
United States,newyork,198003150004,Hostage Taking (Kidnapping),HDQS,0,0,NA
United States,illinois,198003150005,Hostage Taking (Kidnapping),Carter-Mondale Campaign HDQTS,0,0,NA
United States,newyork,198003170025,Bombing/Explosion,"Trade Bank, Yugobank office",0,0,NA
United States,newyork,198003250008,Bombing/Explosion,Ambassador,0,0,NA
United States,puertorico,198004110002,Bombing/Explosion,Electrical generating plant,1,0,0
United States,puertorico,198004110019,Hostage Taking (Kidnapping),"Manuel vazquez Santiago, worker at Pao Seco power plant",0,0,NA
United States,georgia,198004190009,Armed Assault,"nine-year-old black girl, Constance Folsom",1,0,0
United States,tennessee,198004190010,Armed Assault,"four black women; Lela May Evaes, Kathline Johnson, Viola S. Ellison, Opal Lee Jackson",4,0,0
United States,newyork,198004220016,Armed Assault,"European American Bank, Inwood New York",0,0,NA
United States,wisconsin,198005000004,Armed Assault,white person who admitted to dating an African American,0,1,Inf
United States,newyork,198005120008,Facility/Infrastructure Attack,"Boleslavs Maikovskis, accused Nazi war criminal",0,0,NA
United States,indiana,198005290005,Assassination,Vernon Jordan,1,0,0
United States,districtofcolumbia,198006030005,Bombing/Explosion,Envoy,0,0,NA
United States,newyork,198006040020,Bombing/Explosion,Statue of Liberty,0,0,NA
United States,ohio,198006080005,Armed Assault,African Americans,0,2,Inf
United States,illinois,198006100006,Bombing/Explosion,"Percy Wood, President",1,0,0
United States,california,198006100007,Bombing/Explosion,Former Iranian consulate,0,0,NA
United States,pennsylvania,198006150009,Armed Assault,Interracial couple,0,2,Inf
United States,districtofcolumbia,198006160011,Facility/Infrastructure Attack,office of the Iran Times newspaper,0,0,NA
United States,puertorico,198007140001,Bombing/Explosion,Air traffic control station for Ponce Airport,0,0,NA
United States,puertorico,198007140002,Bombing/Explosion,Electronic Beacon at entrance to San Juan Bay,0,0,NA
United States,puertorico,198007140005,Bombing/Explosion,Air traffic control station for Mayaguez Airport,0,0,NA
United States,newyork,198007170010,Unknown,P.M. Menachem Begin's Party,0,0,NA
United States,puertorico,198007220002,Bombing/Explosion,Post Office,0,0,NA
United States,maryland,198007220007,Assassination,President Ali Tabatabai,0,1,Inf
United States,california,198007300007,Assassination,Chang Lin Lee,0,1,Inf
United States,california,198007310003,Assassination,Student,0,1,Inf
United States,michigan,198008040008,Armed Assault,"black man, George Lester Stewart, who frequented a tavern with white clientele and white bartender",0,0,NA
United States,california,198008200004,Bombing/Explosion,"Berkeley High School, International Students Assn. Meeting",1,0,0
United States,utah,198008200008,Armed Assault,Group of Black men and White women,1,2,2
United States,puertorico,198008250006,Bombing/Explosion,Post Office,0,0,NA
United States,puertorico,198008250007,Bombing/Explosion,Post Office,0,0,NA
United States,newyork,198009120026,Assassination,Aide Felix Garcia Rodriguez,0,1,Inf
United States,california,198009200006,Bombing/Explosion,Pacific Gas and Electric Co Office,0,0,NA
United States,arizona,198009300016,Facility/Infrastructure Attack,"KOOL-TV, a CBS television station",0,0,NA
United States,california,198010010008,Armed Assault,local TV station,0,0,NA
United States,connecticut,198010020007,Facility/Infrastructure Attack,residence of a black family,0,0,NA
United States,california,198010060010,Assassination,Consul general Kemal Arikan,1,0,0
United States,california,198010120008,Bombing/Explosion,Travel Agency and Printing Shop,1,0,0
United States,newyork,198010120009,Bombing/Explosion,Car in front of Turkish Mission to U.N.,5,0,0
United States,colorado,198010140015,Assassination,Faisal A. Zagallai,0,1,Inf
United States,ohio,198011010005,Armed Assault,"Veronica Vaughan, a black girl",0,1,Inf
United States,puertorico,198011210023,Hostage Taking (Barricade Incident),,0,0,NA
United States,california,198012060006,Facility/Infrastructure Attack,Jewish temple,0,0,NA
United States,districtofcolumbia,198012100002,Bombing/Explosion,office of PLO Palestinian Liberation Organization Information Office,0,0,NA
United States,california,198012170003,Assassination,Home of Joseph Zaninovich (member of Los Angeles Board of Transportation*,0,0,NA
United States,newyork,198012210005,Bombing/Explosion,Pennsylvania station,0,0,NA
United States,puertorico,198101080006,Facility/Infrastructure Attack,Post office,0,0,NA
United States,puertorico,198101080007,Bombing/Explosion,post office,0,0,NA
United States,puertorico,198101080008,Bombing/Explosion,post office,0,0,NA
United States,puertorico,198101120005,Bombing/Explosion,Muniz air national guard base,0,0,NA
United States,newyork,198101230002,Bombing/Explosion,State Supreme Court building,0,0,NA
United States,california,198101260014,Bombing/Explosion,Bank Melli Iran,0,0,NA
United States,california,198102030020,Bombing/Explosion,Swiss Consulate,0,0,NA
United States,oregon,198102090019,Facility/Infrastructure Attack,"ex-hostage held in Iran, speaking at a University function",0,0,NA
United States,tennessee,198102130015,Hostage Taking (Kidnapping),"former KKK chaplain, William Seward",0,0,NA
United States,california,198102220010,Bombing/Explosion,"flooring store, owned by an Armenian-American",0,0,NA
United States,puertorico,198103150018,Bombing/Explosion,car in basement of Condado Convention Center,0,0,NA
United States,newyork,198103170002,Bombing/Explosion,"HQ, Youth Int'l Party",2,0,0
United States,connecticut,198103230003,Hostage Taking (Barricade Incident),"Bache, Halsey, Stuart, and Shields stock brokerage office inside of a Ramada Inn in Danbury Connecticut",1,0,0
United States,alabama,198103260009,Hostage Taking (Kidnapping),Michael Donald,0,1,Inf
United States,california,198104110003,Armed Assault,Soviet Consulate General,0,0,NA
United States,florida,198104210006,Assassination,Luis Fernandez-Caubi,1,0,0
United States,puertorico,198104210007,Hostage Taking (Barricade Incident),"Wells Fargo armored truck in Santurce, Puerto Rico",0,0,NA
United States,districtofcolumbia,198104270022,Facility/Infrastructure Attack,"Rug Store (Market Place) 2233 Wisconsin Ave, NW.",0,0,NA
United States,puertorico,198105010016,Armed Assault,"Residence, Vice President, House of Representation of Puerto Rico",0,0,NA
United States,puertorico,198105050003,Assassination,"Augel Viera Martinez, President",1,0,0
United States,newyork,198105160004,Bombing/Explosion,Pan American Airlines Terminal at Kennedy Int'l Airport,0,1,Inf
United States,newyork,198105180008,Bombing/Explosion,Office of Hondura Consul- General (UN Mission),0,0,NA
United States,newyork,198105180009,Bombing/Explosion,U.S. Mission to the United,0,0,NA
United States,newyork,198105210009,Bombing/Explosion,Grounds of United Nations Headquarters,0,0,NA
United States,tennessee,198105260005,Bombing/Explosion,parking lot of Synagogue,0,0,NA
United States,oregon,198105290009,Facility/Infrastructure Attack,1977 Hiller 12-E helicopter owned by Western Helicopter Service Inc.,0,0,NA
United States,newyork,198106020005,Hostage Taking (Barricade Incident),bank,1,1,1
United States,california,198106030010,Bombing/Explosion,,0,0,NA
United States,california,198106030011,Bombing/Explosion,,0,0,NA
United States,california,198106250009,Facility/Infrastructure Attack,Institute for Historical Review building,0,0,NA
United States,maryland,198106270006,Bombing/Explosion,"Chinese visiting scholar, Cuo Ren Wu, and four other Chinese visiting students",4,1,0.25
United States,puertorico,198106300005,Bombing/Explosion,Branch of Bank of Santander,0,0,NA
United States,utah,198107030005,Facility/Infrastructure Attack,"three-pole transmission tower carrying a 345,000 volt power line, owned by Utah Power & Light Company",0,0,NA
United States,utah,198107170005,Assassination,Nabil Abuzed Mansour,0,1,Inf
United States,california,198107210008,Assassination,Lam Trong Duong,0,1,Inf
United States,districtofcolumbia,198108070005,Armed Assault,Algerian Embassy/Iranian Interests Section,3,0,0
United States,puertorico,198108170002,Assassination,"Steven D. Miller (killed) and Thomas H. Steinburg (wounded), marines",1,1,1
United States,districtofcolumbia,198108200009,Facility/Infrastructure Attack,Liberian Chancery building,0,0,NA
United States,puertorico,198108270032,Bombing/Explosion,"PREPA electric substation in Laguna Gardens, Puerto Rico",0,0,NA
United States,newyork,198109000002,Bombing/Explosion,streets near Soviet Mission to U.N.,0,0,NA
United States,newyork,198109030010,Armed Assault,Car w/diplomatic plates,0,0,NA
United States,newyork,198109040006,Armed Assault,Car parked outside soviet mission to the UN,0,0,NA
United States,newyork,198109050003,Bombing/Explosion,"Four Continents Bookshop, 149 Fifth Ave",0,0,NA
United States,florida,198109110003,Facility/Infrastructure Attack,Replica Magazine offices,0,0,NA
United States,florida,198109110006,Bombing/Explosion,Mexican Consulate,0,0,NA
United States,newyork,198109120004,Bombing/Explosion,"Mexican Consulate, 8E 41st street",0,0,NA
United States,puertorico,198109140003,Bombing/Explosion,High tension line tower,0,0,NA
United States,puertorico,198109140004,Bombing/Explosion,high tension line tower,0,0,NA
United States,puertorico,198109140005,Bombing/Explosion,high tension line tower,0,0,NA
United States,newyork,198109220006,Bombing/Explosion,Eastern Rugby Union offices,0,0,NA
United States,florida,198109240005,Bombing/Explosion,"office of Replica, a Spanish magazine",0,0,NA
United States,california,198110000001,Bombing/Explosion,"Hollywood Palladium, during a banquet sponsored by the American National Committee to Aid Homeless Armenians",0,0,NA
United States,districtofcolumbia,198110040010,Bombing/Explosion,Sybrand Visagie,0,0,NA
United States,maryland,198110060008,Armed Assault,"ex-editor of Sierra Leone opposition newspaper and political activist, Alimany Hamed Conteh",0,1,Inf
United States,utah,198110080005,Bombing/Explosion,University,0,0,NA
United States,newyork,198110250011,Facility/Infrastructure Attack,"Egyptian Government Tourist Office, 630-5th Ave in International Bldg of",0,0,NA
United States,puertorico,198111050005,Armed Assault,Wells Fargo Armored Car,0,0,NA
United States,puertorico,198111110003,Bombing/Explosion,Condado power sub station (electricity),0,0,NA
United States,newyork,198111140005,Armed Assault,Residence of Soviet Ambassador to the U.N. (Oleg Troyanovsky),0,0,NA
United States,california,198111200002,Bombing/Explosion,Turkish Consulate 8730 Wilshire Blvd,0,0,NA
United States,virginia,198111230004,Hostage Taking (Barricade Incident),"navy federal credit union, Arlington, Virginia",0,0,NA
United States,puertorico,198111270003,Bombing/Explosion,Power Station,0,0,NA
United States,puertorico,198111270008,Armed Assault,"Main Gate, Fort Buchanan",1,0,0
United States,puertorico,198111270009,Bombing/Explosion,Electrical power substation,0,0,NA
United States,newyork,198112000004,Bombing/Explosion,"vehicle belonging to member of USSR mission, 68th St. and Lexington Ave",0,0,NA
United States,georgia,198112210005,Hostage Taking (Barricade Incident),bank,0,0,NA
United States,newyork,198112240002,Bombing/Explosion,Car belonging to Soviet UN Mission,0,0,NA
United States,mississippi,198201160004,Facility/Infrastructure Attack,local black newspaper,0,0,NA
United States,illinois,198201230002,Facility/Infrastructure Attack,Hope Clinic For Women,0,0,NA
United States,colorado,198201230003,Facility/Infrastructure Attack,Bolder Valley Clinic,0,0,NA
United States,california,198201280001,Assassination,"Turkish Consul General, Kemal Arikan, 54",0,1,Inf
United States,districtofcolumbia,198202180010,Bombing/Explosion,Aeroflot Offices (16th and L streets NW),0,0,NA
United States,florida,198202210007,Facility/Infrastructure Attack,Cigar Co (Padron Cigars),0,0,NA
United States,florida,198202210013,Armed Assault,Hispania Freight Company,0,0,NA
United States,puertorico,198202210015,Bombing/Explosion,University of Puerto Rico Rio Piedras campus,0,0,NA
United States,newyork,198202280003,Bombing/Explosion,"American Stock exchange, 86 Trinity Place",0,0,NA
United States,newyork,198202280004,Bombing/Explosion,"Chase Manhattan Bank, 1 Chase Manhattan Plaza",0,0,NA
United States,newyork,198202280005,Bombing/Explosion,"New York Stock Exchange, 18 Broad St",0,0,NA
United States,newyork,198202280006,Bombing/Explosion,"Merrill Lynch + Co, 1 Liberty Plaza",0,0,NA
United States,massachusetts,198203220006,Bombing/Explosion,Office and store of honorary Turkish Consul general (Orhan Gunduz),0,0,NA
United States,newyork,198204050005,Facility/Infrastructure Attack,Tripoli Restaurant,8,1,0.125
United States,newyork,198204280002,Bombing/Explosion,"Lufthansa Airlines, 5th Ave office (680) at 54th St",0,0,NA
United States,newyork,198204280003,Bombing/Explosion,"Iraqi Mission, 14 East 79th St",0,0,NA
United States,puertorico,198204300004,Unknown,Department of Natural Resources,0,0,NA
United States,puertorico,198204300005,Unknown,Villa Caparra substation of Electrical Energy Authority,0,0,NA
United States,puertorico,198204300008,Unknown,Home of Director of the PR Communications Authority,0,0,NA
United States,puertorico,198204300009,Unknown,Department of Justice,0,0,NA
United States,massachusetts,198205040007,Assassination,"Honorary Turkish Consul General, Orhan Gunduz",0,1,Inf
United States,tennessee,198205050015,Bombing/Explosion,University Professor,1,1,1
United States,puertorico,198205160015,Assassination,Sailors*,3,1,0.3333333333333333
United States,newjersey,198205170007,Facility/Infrastructure Attack,Cuban business,0,0,NA
United States,puertorico,198205180005,Assassination,Policemen,2,1,0.5
United States,puertorico,198205190003,Bombing/Explosion,Company constructing dam,0,0,NA
United States,puertorico,198205200010,Bombing/Explosion,hotel,0,0,NA
United States,connecticut,198205220005,Assassination,"Daniel Jordan, Bahai Leader",0,1,Inf
United States,puertorico,198205250010,Hostage Taking (Kidnapping),Puerto Rican National Guard recruiter,1,0,0
United States,california,198205270004,Facility/Infrastructure Attack,"Dr. George Ashley, high school teacher and advisor at the Institute for Historical Review",0,0,NA
United States,florida,198205290002,Facility/Infrastructure Attack,St. Petersburg Women's Health Center,0,0,NA
United States,florida,198205290003,Facility/Infrastructure Attack,Bread and Roses Clinic,0,0,NA
United States,california,198205300002,Bombing/Explosion,"Air Canada Freight Terminal, Los Angeles International Airport",0,0,NA
United States,virginia,198206060005,Bombing/Explosion,Arlington-Fairfax Medical Center,0,0,NA
United States,puertorico,198206100001,Assassination,Home of Benny Frankie Cerezo,0,0,NA
United States,puertorico,198206100003,Bombing/Explosion,condominium residences of Puerto Rican citizens,0,0,NA
United States,california,198207020013,Bombing/Explosion,"Diogenes J. Angelakos, English Professor",1,0,0
United States,newyork,198207040001,Bombing/Explosion,"Yugoslave Airlines office, 4 West 51st",0,0,NA
United States,newyork,198207050001,Bombing/Explosion,"Lebanese Consulate General, 9 E 76th",0,0,NA
United States,newyork,198207050006,Bombing/Explosion,Telephone Booths,1,0,0
United States,newyork,198207050007,Bombing/Explosion,Telephone Booths,1,0,0
United States,newyork,198207050008,Bombing/Explosion,Telephone Booths,1,0,0
United States,newyork,198207050009,Bombing/Explosion,French Consulate General in New York,0,0,NA
United States,arizona,198207080006,Bombing/Explosion,"car outside home of Ruaf Diab, son of honorary Jordanian consul and trustee of Islamic Cultural Center",0,0,NA
United States,texas,198208020002,Assassination,Nguyen Dam Phong,0,1,Inf
United States,hawaii,198208110007,Bombing/Explosion,Pan Am Flight 830,15,1,0.06666666666666667
United States,illinois,198208130005,Hostage Taking (Kidnapping),"Dr. Hector Zevallos - the director of the Hope Clinic for Women in Granite City, Illinois - and his wife Rosalie Jean.",0,0,NA
United States,puertorico,198208200021,Bombing/Explosion,Fortazela (Puerto Rican Governor's mansion),0,0,NA
United States,arizona,198209010014,Bombing/Explosion,"Islamic Cultural Center in Tempe, AZ",0,0,NA
United States,puertorico,198209010015,Armed Assault,Wells Fargo armored truck in Puerto Rico,0,0,NA
United States,florida,198209020008,Bombing/Explosion,Venezuelan Consulate,0,0,NA
United States,illinois,198209080002,Bombing/Explosion,bookstore selling communist literature,0,0,NA
United States,newyork,198209200007,Bombing/Explosion,"bankers trust, 280 park ave and 49th",0,0,NA
United States,florida,198209250008,Bombing/Explosion,Nicaraguan Consolate,0,0,NA
United States,newyork,198210080015,Bombing/Explosion,"JDL offices in Manhattan, New York",0,0,NA
United States,pennsylvania,198210220006,Assassination,"Diplomat Karat Arbay, honorary turkish consul in Philly",0,0,NA
United States,newjersey,198210260023,Facility/Infrastructure Attack,Cherry Hill Women's Center,0,0,NA
United States,newyork,198211040007,Facility/Infrastructure Attack,Carnegie Hall Cinema,0,0,NA
United States,puertorico,198211160011,Hostage Taking (Barricade Incident),Wells Fargo armored truck in Puerto Rico,0,1,Inf
United States,puertorico,198211260002,Facility/Infrastructure Attack,Univ of Rio Piedras,0,0,NA
United States,california,198212020003,Facility/Infrastructure Attack,"Dr. George Ashley, high school teacher and advisor at the Institute for Historical Review",0,0,NA
United States,districtofcolumbia,198212080005,Hostage Taking (Barricade Incident),Washington Monument,0,1,Inf
United States,newyork,198212160003,Bombing/Explosion,IBM office building,0,0,NA
United States,newyork,198212160004,Bombing/Explosion,South African Airways (4 story office bldg) 1975 Linden Blvd,0,0,NA
United States,newyork,198212210005,Bombing/Explosion,"car, with diplomatic license plates, believed to have belonged to Soviet diplomat",0,0,NA
United States,virginia,198212220004,Unarmed Assault,"Office of People's Committeefor Students of Libyan Arab Jemahariya, Inc.*",0,0,NA
United States,newyork,198212310009,Bombing/Explosion,Manhattan Federal bldg (houses FBI) (Jacob K Javitz Federal Bldg*,0,0,NA
United States,newyork,198212310010,Bombing/Explosion,City Police Dept Headquarters,1,0,0
United States,newyork,198212310011,Bombing/Explosion,St Andrews Plaza,2,0,0
United States,newyork,198212310012,Bombing/Explosion,Federal courthouse (US District Court),0,0,NA
United States,florida,198301110011,Bombing/Explosion,,0,0,NA
United States,florida,198301110012,Bombing/Explosion,,0,0,NA
United States,florida,198301110013,Bombing/Explosion,Spanish Language magazine offices,0,0,NA
United States,california,198301210006,Bombing/Explosion,"Golden Jack Bakery, a Middle-Eastern bakery in Anaheim, California",0,0,NA
United States,newyork,198301280001,Bombing/Explosion,FBI offices,0,0,NA
United States,northdakota,198302130003,Armed Assault,U.S. Marshalls,1,2,2
United States,texas,198302150008,Hijacking,"Rio Airways Flight 252 departing from Killeen, Texas, en route to Dallas",0,0,NA
United States,districtofcolumbia,198302170002,Bombing/Explosion,Aeroflot Soviet Airlines building,0,0,NA
United States,texas,198303200009,Bombing/Explosion,Car belonging to John K. Mitchell,0,0,NA
United States,texas,198303200010,Bombing/Explosion,Car belonging to a United States Congressman,0,0,NA
United States,districtofcolumbia,198304230001,Facility/Infrastructure Attack,Office of environmental crimes division of Justice Department,0,0,NA
United States,districtofcolumbia,198304260001,Bombing/Explosion,"Ft. McNair, National War College Building",0,0,NA
United States,puertorico,198304290008,Hostage Taking (Barricade Incident),Wells Fargo armored truck in Puerto Rico,0,0,NA
United States,newyork,198305120006,Bombing/Explosion,army reserve center,0,0,NA
United States,newyork,198305130007,Bombing/Explosion,naval reserve center,0,0,NA
United States,virginia,198305260011,Facility/Infrastructure Attack,Hillcrest Clinic,0,0,NA
United States,oregon,198306050019,Facility/Infrastructure Attack,logging equipment owned by Gassner Logging Company,0,0,NA
United States,puertorico,198307150011,Hostage Taking (Barricade Incident),Wells Fargo armored truck in Puerto Rico,0,1,Inf
United States,alabama,198307280004,Facility/Infrastructure Attack,Southern Poverty Law Center,0,0,NA
United States,oregon,198307290006,Bombing/Explosion,"hotel owned by disciples of Indian guru, Bhagwan Shree Rajneesh",2,0,0
United States,michigan,198308080011,Assassination,Treasurer of Ahmaddiya Movement in Islam,0,0,NA
United States,michigan,198308080012,Assassination,Secretary of Ahmaddiya Movement in Islam,0,1,Inf
United States,missouri,198308090009,Facility/Infrastructure Attack,church with homosexual congregation,0,0,NA
United States,michigan,198308090010,Facility/Infrastructure Attack,Islamic center in Detroit,0,2,Inf
United States,indiana,198308150012,Facility/Infrastructure Attack,Jewish religious and community center,0,0,NA
United States,districtofcolumbia,198308180001,Bombing/Explosion,Washington Navy Yard (Navy Regional Data Automation Center),0,0,NA
United States,newyork,198308210010,Bombing/Explosion,army reserve center,0,0,NA
United States,districtofcolumbia,198308270005,Facility/Infrastructure Attack,"Philippine Embassy, Washington DC",0,0,NA
United States,connecticut,198309120010,Unknown,Wellls Fargo Bank,0,0,NA
United States,newyork,198309210004,Assassination,"Firman Joseph (52), Owner of weekly newspaper Tribune D Haiti",0,1,Inf
United States,florida,198310120007,Bombing/Explosion,Cuban supermarket,0,0,NA
United States,washington,198310280013,Facility/Infrastructure Attack,pornographic video/arcade store,2,0,0
United States,puertorico,198310300009,Bombing/Explosion,"federal building in Hato Rey, housing the FBI headquarters",0,0,NA
United States,arkansas,198311020006,Bombing/Explosion,"natural gas pipeline in Fulton, Arkansas",0,0,NA
United States,districtofcolumbia,198311070001,Bombing/Explosion,U.S. Capitol,0,0,NA
United States,arkansas,198311110006,Armed Assault,"pawnshop in Texarkana, Arkansas",0,1,Inf
United States,washington,198312030005,Facility/Infrastructure Attack,Everett Feminist Women's Health Care Center,0,0,NA
United States,newyork,198312130002,Bombing/Explosion,"Navy Recruiting Office, 4 story office building (1975 Hempstead Turnpike)",0,0,NA
United States,newyork,198312150003,Bombing/Explosion,"Honeywell, Inc. building",0,0,NA
United States,delaware,198401140001,Facility/Infrastructure Attack,Reproductive Care Center,0,0,NA
United States,texas,198401270014,Assassination,"Informer Ward S. Kecton, 63",0,1,Inf
United States,newyork,198401290006,Bombing/Explosion,"Motorola, INC. office; 17-22 Whitestone Expressway",0,0,NA
United States,washington,198401300005,Hostage Taking (Barricade Incident),bank,0,0,NA
United States,virginia,198402170004,Bombing/Explosion,Hillcrest Clinic,0,0,NA
United States,newyork,198402230001,Bombing/Explosion,"Soviet Diplomatic Compund, 5400 Fieldston Road",0,0,NA
United States,maryland,198402280007,Facility/Infrastructure Attack,Prince George's County Reproductive Health Services,0,0,NA
United States,washington,198403040015,Facility/Infrastructure Attack,Family Practice Clinic,0,0,NA
United States,california,198403150001,Bombing/Explosion,Church,0,0,NA
United States,washington,198403160013,Facility/Infrastructure Attack,"armored truck, and employee of the company, George King",0,0,NA
United States,newyork,198403190012,Bombing/Explosion,"IBM Building in Harrison, NY",0,0,NA
United States,newyork,198403250008,Hijacking,Piedmont Flight Airlines,0,0,NA
United States,washington,198403260022,Facility/Infrastructure Attack,Everett Feminist Women's Health Care Center,0,0,NA
United States,louisiana,198403280017,Hijacking,,0,0,NA
United States,newyork,198404050001,Bombing/Explosion,Israeli Aircraft Industries International Inc. 50W 23rd St.,0,0,NA
United States,washington,198404190011,Facility/Infrastructure Attack,Everett Feminist Women's Health Care Center,0,0,NA
United States,districtofcolumbia,198404200006,Bombing/Explosion,"Officers Club, Washington Navy Yard",0,0,NA
United States,washington,198404220016,Bombing/Explosion,"X-rated, pornographic movie theater in downtown Seattle",0,0,NA
United States,washington,198404230019,Facility/Infrastructure Attack,"armored truck, and employees of the company, George King and Robert White",0,0,NA
United States,idaho,198404290013,Bombing/Explosion,synagogue,0,0,NA
United States,oregon,198405120011,Facility/Infrastructure Attack,Bours Birth and Surgery Center,0,0,NA
United States,california,198405280003,Assassination,Nguyen Van Luy,1,1,1
United States,pennsylvania,198406170018,Facility/Infrastructure Attack,Hare Krishna temple in Philadelphia,0,0,NA
United States,washington,198406170019,Bombing/Explosion,Hindu temple,0,0,NA
United States,colorado,198406180010,Assassination,"Alan Berg, prominent Jewish radio talk-show host",0,1,Inf
United States,florida,198406250011,Bombing/Explosion,The Ladies Center,0,0,NA
United States,california,198407040012,Facility/Infrastructure Attack,Institute for Historical Review offices,1,0,0
United States,districtofcolumbia,198407040013,Bombing/Explosion,National Abortion Federation Washington D.C. offices,0,0,NA
United States,maryland,198407070020,Bombing/Explosion,Planned Parenthood in Maryland,0,0,NA
United States,oregon,198407150006,Unarmed Assault,Courthouse,0,0,NA
United States,california,198407190009,Facility/Infrastructure Attack,"Brink's US armored truck, and the three Brink's guards inside the truck",0,0,NA
United States,colorado,198408010007,Facility/Infrastructure Attack,Hare Krishna temple in Denver,0,0,NA
United States,texas,198408200007,Facility/Infrastructure Attack,AB Clinic,0,0,NA
